clean_text,following,followers,totaltweets,followers,retweetcount,class_sent,Predicted_Class
تنو حساب تنو حساب من حلفاء مسلم ومن حلفاء عرب غرب متطور تكنلوجي ونح نريد تطور والازدهار نقل تقن ولا تقترح نكون مثل ايران نحارب كور معمم يبث خور من حوض سيار في شوارع ايران,1490,1417,56850,1417,0,1,1
تنو حساب غلق حدود عراق و ايران لمد اسبوع كامل زياد ءعداد ءصاب فيروس كور جود رابط,3615,2844,44741,2844,0,0,0
تنو حساب ءن زياد غير عاد في عدد ضحاي كور هي نتيج لسياسا خامنء روح ءجرام لاءنسان ، تتمثل في استراتيج دفع خساءر بشر هاءل لمنع خطر انتفاض والسقوط ، لتثبيط ءراد شعب ءيران جعل محبط سالب في حرك ءيران جود رابط,488,286,5645,286,11,1,0
تنو حساب تنو حساب تنو حساب رياض رجب ه موافق مارس م واس ءعلن زار الصح ءثن عن ظهور نتاءج مخبر تءكد تسجيل ءول حال ءصاب فيروس كور جديد لمواط قادم من ءيران عبر مملك بحر ، ارتح ✅,100,75,2536,75,0,0,1
مرور علي ءول حال تسجيل في سعود لمصاب كور قادم من ءيران جود رابط ءخبار وءام,249,1103,178797,1103,6,0,1
في مثل هذا من عام موافق ه ءعلن زار الصح عن ظهور نتاءج مخبر تءكد تسجيل ءول حال ءصاب فيروس كور جديد في سعود لمواط قادم من ءيران عبر مملك بحر ، ولم يفصح عند منفذ سعود عن تواجد,489,277,11359,277,0,0,1
تنو حساب تنو حساب تنو حساب تنو حساب كل عالم جته كور تضرر ولو ما جاك من ايران جا من غير ايران لان وقت مطار مفتوح كان منتشر في اوروب اكثر ، بس انتو سعاوده عايش علي نظر كل عالم يب يضر منا وفي,123,5,1518,5,0,1,0
علي طار لبنان ، ءيران تبرع للبن لقاحا كور وال تبرعا محصور دمار ؟,640,718,65184,718,2,0,0
في مثل هذا من عام موافق ه ءعلن زار الصح عن ظهور نتاءج مخبر تءكد تسجيل ءول حال ءصاب فيروس كور جديد في سعود لمواط قادم من ءيران عبر مملك بحر ، ولم يفصح عند منفذ سعود عن تواجد تنو حساب,2402,4104,15621,4104,0,0,1
في مثل هذا من عام موافق ه ءعلن زار الصح عن ظهور نتاءج مخبر تءكد تسجيل ءول حال ءصاب فيروس كور جديد في سعود لمواط قادم من ءيران عبر مملك بحر ، ولم يفصح عند منفذ سعود عن تواجد 🩸🚑 جود رابط,113,257,2002,257,0,0,1
تنو حساب الله يسامح يعن كان لازم يروح ايران ويج ينشر فايروس هنا ؟ لو رقد طار عنه طيار كان احنا نمارس حيا طبيع ءلحين دون كور ولا تعليق ولا حجر ولا ولا ترقيا تعليم غير عادل كور كوفيد امطار شرق,1256,289,2433,289,0,0,0
لهم ارفع وباء عن مسلم في مثل هذا من عام موافق ه ءعلن زار الصح عن ظهور نتاءج مخبر تءكد تسجيل ءول حال ءصاب فيروس كور جديد في سعود لمواط قادم من ءيران عبر مملك بحر ، ولم يفصح عند منفذ سعود عن تواجد,456,1607,6458,1607,0,0,1
ءيران عراق كان سبب دخول يروس كور متحور ءلي محافظ خوزست و لذل ءغلق حدود شرق نيوز جود رابط,1029,234,8391,234,12,0,0
🔸 طبيب في زار الصح مساجد ءكثر ءماك تطبيق اشتراط الصح • كور كويت جريد انباء كويت ءيران جود رابط,2628,241571,10777,241571,0,0,1
ءيران عراق كان سبب دخول يروس كور متحور محافظ خوزست لذل ءغلق حدود كيف وضع ءتباع ءءن,1475,241,6442,241,1,0,0
تنو حساب لا تنس دول وحيده وافق علي استقبال طيران عراقي وقت كور هي ايران,1022,169,11634,169,0,0,1
تنو حساب خوش تنك ايران هي اشد فتك من كور,279,84,4046,84,0,0,0
ءهم ما یقدم موقع مجاهد خلق ءیرانی رایر ءن عدد ضحاي كور في مدين في ءيران قد تجاوز شخص ءلماني تحذر نظام ملال من ءعاق عمل مفتش وكال دول طاق الذر خوف من انتفاض شعب زياد ءنشط ءمن لقوا حرس في ءيران طلب من خامنء جود رابط,2845,1526,146159,1526,15,0,0
صالح همء ، رءيس مركز صحة معشور جنوب غرب ءيران سلب من نتيج اختبار ءجر مراكز معشور الطب لتشخيص ءصاب مراجع فيروس كور كان ءيجاب ، ءمر يشكل مصدر قلق كبير,3,68152,18548,68152,0,0,0
مبادر ءميرك ثلاث ءيران جود رابط سوسن كور,54,18212,253239,18212,0,0,1
مرور كامل علي ءول ءصاب كور في سعود الصح تعل عن ءول ءصاب فيروس كور جديد لمواط قادم من ءيران رجب ه جود رابط,984,363,38333,363,2,0,1
ربم ضعف اقتصاد جاءح كور والانقسام سياس في ولا متحده امريكيه ءصبح تخشء ءيران تقدم لها تنازلا كثير اول خدم مليش ارهابيه حوثيه ذراع ءيران في يمن مع علم بءن يقتل يمن كل يوم ولك لايع انس جود رابط,681,524,12127,524,2,0,1
🟡 ءيران عراق كان سبب دخول يروس كور متحور ءلي محافظ خوزست و لذل ءغلق حدود 🔴 مو عيد يطالب تعويضا مستقبل غداد عراق ينتفض جود رابط,4939,2606,106049,2606,25,0,0
تنو حساب سلاح متوفر بارخص اثم في روسي والص غير والخاسر اكبر امريك شركا اورب امريك ليس لدي ايران يتلاعب فيه وه تلعب ذيول فكل مفلس يستمر افلاس خساءر مادام كور ومن بعد فالص قادم وامريك بلا رجع,720,2449,633,2449,0,0,0
ءيران تغلق منفذ حدودي مع عراق سيطر علي انتشار وباء ، تبين عراق كان سبب دخول يروس كور متحور ءلي محافظ خوزست و لذل ءغلق حدود جود رابط,18,9232,227368,9232,2,0,0
ضيح حكوم عراق ثلاث شحنا من لقاحا كور وصل مطار غداد والمدفوع اقيام من خزين عراق ذهب نصف ءلي ايران ربع منه ءلي اقليم كوردست والربع ءخير توزيع علي رءاس ثلاث قيم شحن مليون دولار وصل منه عبو,964,1364,28480,1364,106,0,1
محارب كور في ايران نوو بخو جود رابط,71,43,8829,43,0,0,0
تنو حساب تنو حساب امريك ءدار بايد اتفاق لصالح جميع والمتضرر ومن يقتل حال من غرر بهم انا ايران عدو زرع صنعو اوهام لنفس ع شو رح يحلف علي قرءء كريم يمك قدر من رب عالم وجد كور و الله اعلم كنا علي تويتر بش ملجء جنون ترمب والمحرض حرب 😷,381,141,4543,141,0,1,1
موجز ساع مباشر من ءخبار ءءن برازيل تتخطي ملاي ءصاب فيروس كور جيش ءمريك يسعي ءلي ءنشاء قواعد احتياط في سعود واشنط توافق علي دعو ءوروب لمحادثا نوو تشار فيه ءيران جود رابط,39,1682901,446074,1682901,0,0,1
لا بله لكم ذيول ايران ذبت كور متحول روس مو گلت ءلكم هجع جود رابط,190,3402,79772,3402,0,1,0
نخاطب اعلام عالم موجه حين ءنتم تريد نصدق موضوع ءيران ءمريك دول ولا موضوع كور ما هو اهم لدي كور ءمريك ءير,1269,84,9189,84,1,0,0
تنو حساب تنو حساب تنو حساب اعلن اصاب كور في سعود كان من ايران,268,14,1824,14,0,0,1
تنو حساب بدا كور من گام ينهق علي سد حدود وي ايران ميج مرض مجان مشكل ومن ايران سدت حدود صار مشكل شگد همچ,382,348,1987,348,0,1,0
تنو حساب غلق حدود عراق و ايران لمد اسبوع كامل زياد ءعداد ءصاب فيروس كور جود رابط,80,4,211,4,0,0,0
نايم بنص شرق يكول ان وعي قاءد وما يحر ءعلام ؟ زين مصدر خبر وين شوك ءيران كال هيج بعد وذا كال هيج ؟ ترة ما مال انتقل مرض جرب ها كور ؟ تشرين مثل مصر كالت فكر بعد يشوف نفس فرع ع كويت 😂 جود رابط,673,1284,8265,1284,0,1,1
تنو حساب غلق حدود عراق و ايران لمد اسبوع كامل زياد ءعداد ءصاب فيروس كور جود رابط,80,4,211,4,0,0,0
تنو حساب تنو حساب ءدار بايد هي منءي عن ءي توتر في شرق ءوسط ومع ءيران خاص تراجع اقتصاد ءمريك في ظل جاءح كور كلف و م كثير خساءر معتبر,1098,306,1773,306,0,0,1
تنو حساب كانو جايين من ايران 😂 شاء الله تعامل معهم خون كور فضح,70,5,513,5,0,0,0
تنو حساب تنو حساب الحك خرط كثير لكن فعل ءزال حوث من قاءم ءرهاب و رفع حظر ءقتصاد عن ءيران و سماح لءير اقتراض من بنك دول لدواع ءنسان جاءح كور يا ضنا 😏,6835,6795,19104,6795,0,0,1
ءيران تبرر غلق حدود مع عراق محافظ خوزست سبب تفش يروس كور متحور علي نطاق واسع في محافظ هو دخول فيروس من عراق ، و لذل ءغلق حدود شبك شكو ماكو جود رابط,368,83,5374,83,11,0,0
كل حدا يعرف شخص فقد عزيز كور يقدر يبعتل هالاستبي يعب لمشروع تكريم لضحاي كور عالم عرب تنو حساب لبنان سوري ءرد سعود عراق يمن لسط ءيران ءمار قطر عمان بحر جود رابط,4131,6350,55115,6350,1,0,1
ءيران عراق كان سبب دخول يروس كور متحور ءلي محافظ خوزست و لذل ءغلق حدود يذبون راس تعال خسر تعويض علاج جود رابط,1504,1151,81950,1151,2,0,0
ءيران عراق كان سبب دخول يروس كور متحور ءلي محافظ خوزست و لذل ءغلق حدود ، يذكر اصاب سجل في عراق كان لاير يدرس في نجف عراق جود رابط,418,369,11477,369,5,0,0
